Date_of_usage,Azure_region,Service_Type,Demand_units,Capacity_allocated,Cost_USD,Service_availability,Market_Trend_Index,Holiday_Flag
31-05-2024,US West,Compute,283,299,54.22,97.3,0.81,0
19-03-2025,US North,Storage,434,506,23.71,98.01,1.18,0
09-02-2025,US South,Storage,537,655,30.83,98.6,1.25,0
12-04-2024,US North,Storage,383,407,32.71,97.74,1.36,0
16-01-2025,US East,Storage,192,218,13.72,99.01,0.9,1
05-03-2024,Europe West,Compute,514,632,97.86,98.32,1.04,0
22-02-2025,Asia East,Storage,171,188,11.69,99.09,1.31,0
22-05-2024,US North,Compute,303,337,41.32,99.15,1.28,0
01-05-2024,Europe West,Storage,123,139,7.16,98.03,0.93,0
06-01-2024,US East,Storage,461,526,31.88,98.31,1.27,0
27-04-2024,US South,Compute,169,190,33.64,98.61,1.44,0
17-11-2024,Europe West,Compute,157,190,19.59,99.41,0.97,0
04-08-2024,US South,Compute,136,154,23.62,97,0.88,1
21-04-2025,India South,Compute,225,250,27.52,98.46,1.14,0
15-04-2025,Europe West,Compute,497,546,65.24,98.69,1.06,0
07-10-2024,US East,Compute,173,183,31.25,99.28,1.08,0
17-08-2024,US North,Compute,68,73,11.15,99.94,0.93,0
05-07-2024,Asia East,Storage,395,473,29.22,98.4,0.97,0
06-03-2025,Asia East,Compute,257,274,44.24,98.04,0.92,0
16-02-2025,US North,Storage,206,244,14.69,98.31,1.08,1
12-08-2024,US North,Compute,103,109,14.83,98.9,1.42,1
09-07-2024,US North,Storage,258,295,17.37,99.43,1.47,0
23-02-2025,Asia East,Compute,216,234,35.02,98.4,1.44,0
20-06-2024,US South,Compute,598,641,111.3,97.51,1.33,0
04-03-2024,US North,Compute,335,407,53.27,97.6,1.46,0
12-06-2024,Europe West,Storage,95,101,8.73,98.32,0.86,0
16-10-2024,US North,Compute,109,130,20.71,99.38,1.44,0
29-06-2025,US North,Storage,444,470,39.15,97.96,1.11,0
28-05-2025,India South,Compute,129,158,22.93,99.25,1.07,0
10-03-2025,Asia East,Compute,349,379,54.25,98.85,0.88,0
16-01-2025,US North,Storage,440,495,26.51,98.57,1.12,0
30-04-2024,US West,Compute,241,264,30.71,98.96,0.86,0
04-02-2025,Europe West,Compute,298,336,59.27,97.24,1.34,0
01-11-2024,Europe West,Compute,436,466,75.64,97.74,1.07,0
02-08-2024,US North,Compute,255,281,31.03,97.54,0.99,0
22-07-2024,US North,Compute,323,379,54.91,97.34,0.84,1
02-01-2024,US South,Compute,318,362,51.84,98.92,1.18,0
18-05-2025,India South,Storage,396,453,21.02,97.97,1.15,0
03-08-2024,US West,Compute,184,221,26.57,98.92,1.45,0
08-03-2024,US South,Storage,680,780,41.11,99.98,1.45,0
09-08-2024,Asia East,Compute,318,350,47.48,98.53,1.26,0
07-04-2025,Europe West,Compute,256,291,32.39,99.69,1.29,0
09-05-2024,Europe West,Storage,109,129,8.7,98.04,1.42,0
07-04-2024,US South,Compute,541,640,88.96,99.95,1.33,0
27-04-2025,India South,Compute,451,512,58.07,97.3,0.98,0
28-12-2024,Asia East,Compute,304,328,51.56,99.79,0.88,0
14-02-2025,US South,Compute,474,558,84.15,99.03,0.95,0
19-09-2024,Asia East,Storage,150,183,14.36,99.25,0.82,0
05-05-2025,Europe West,Storage,347,367,30.45,97.83,1,0
01-08-2024,US South,Compute,456,483,88.36,97.19,1.37,0
17-10-2024,US North,Storage,493,549,38.85,99.57,1.25,0
25-09-2024,India South,Storage,303,333,17.89,97.94,0.83,0
28-01-2025,US North,Compute,269,330,47.75,97.62,0.84,1
22-10-2024,India South,Compute,174,201,33.22,97.05,0.87,0
14-06-2024,Asia East,Storage,90,107,5.61,98.52,0.85,0
11-01-2024,US South,Compute,310,346,61.96,97.03,0.85,0
18-04-2024,US South,Compute,338,415,63.8,98.01,0.85,0
12-10-2024,US North,Storage,356,384,20.43,97.51,1.33,0
28-08-2024,India South,Compute,361,404,46.57,97.96,0.87,0
10-04-2024,US West,Compute,529,574,66.36,98.79,1.21,0
03-07-2024,US West,Compute,357,416,44.02,98.3,0.99,1
02-04-2025,Asia East,Compute,228,249,41.84,97.64,1.4,1
21-01-2025,US South,Storage,268,293,25.97,99.05,0.82,0
20-01-2025,Asia East,Storage,260,321,17.2,97.44,0.92,0
27-05-2025,India South,Storage,93,108,4.94,99.36,1.22,0
15-02-2024,Europe West,Storage,437,543,39.89,98.06,1.33,0
27-08-2024,Europe West,Compute,229,274,41.55,98.84,1,0
30-03-2024,US South,Storage,409,432,29.95,99.08,1.12,0
02-09-2024,US North,Compute,411,445,51.66,99.6,1.24,0
12-01-2025,Asia East,Compute,380,473,65.63,99.25,1.37,0
06-05-2025,US South,Compute,572,691,70.17,99.12,1.48,0
10-04-2025,Europe West,Compute,419,519,56.76,99.59,1.08,1
24-08-2024,Asia East,Compute,318,376,46.78,98.67,1.08,1
06-01-2024,US South,Storage,514,579,31.5,97.92,1.26,0
31-03-2024,US South,Storage,236,289,16.52,97.45,0.95,1
10-05-2024,Europe West,Compute,280,319,43.41,97.66,1,0
01-05-2024,US East,Compute,265,291,35.58,99.46,1.22,0
07-01-2024,India South,Storage,354,400,26.58,97.74,1.43,0
23-04-2024,US West,Compute,168,200,28.98,97.34,1.28,0
15-07-2024,US West,Storage,395,440,38.58,99.48,1.45,0
23-03-2025,Europe West,Compute,330,410,44.64,97.31,0.98,1
09-04-2024,US North,Storage,99,109,5.27,99.68,1.21,0
16-12-2024,Europe West,Compute,401,457,56.48,99.55,1.35,1
13-11-2024,India South,Compute,147,166,18.6,99.34,0.94,0
25-09-2024,US East,Storage,487,522,27.22,97.81,1.4,0
28-06-2024,US South,Storage,438,509,42.34,98.51,0.89,0
01-01-2025,US North,Compute,157,176,19.54,99.95,0.8,1
01-12-2024,India South,Compute,136,146,26.38,98.09,0.83,0
13-08-2024,US East,Compute,385,438,55.02,98.27,1.29,1
21-08-2024,US North,Compute,690,810,99.66,98.21,1.46,0
20-11-2024,US South,Compute,613,747,101.71,99.37,1.31,0
08-04-2024,Asia East,Compute,169,203,33.29,97.82,1.21,0
06-08-2024,US North,Storage,284,306,21.86,97.24,1.11,0
30-01-2025,Asia East,Storage,284,327,25.91,97.83,1.41,0
28-03-2025,Europe West,Compute,496,567,71.65,98.8,1.02,0
31-01-2025,US East,Compute,540,594,68.51,98.45,1.19,0
08-04-2025,Asia East,Compute,349,399,63.47,98.51,0.91,1
25-08-2024,Asia East,Compute,596,710,100.07,98.79,1.42,0
04-03-2025,US South,Storage,471,537,32.06,97.55,1.19,1
03-08-2024,Asia East,Storage,347,423,33.56,97.5,1.06,0
04-01-2024,US West,Compute,244,258,45.19,97.93,0.88,0
16-06-2024,US East,Storage,123,142,12.1,99.52,0.86,0
03-04-2025,US North,Storage,94,110,6.63,97.61,1.46,0
25-07-2024,US North,Compute,317,352,55.81,99.42,1.04,0
14-06-2024,US East,Compute,707,813,105.37,97.71,1.42,0
26-04-2024,US North,Compute,615,661,99.37,97.35,1.47,0
21-03-2025,US West,Storage,487,563,33.4,98.8,1.35,1
21-01-2024,US North,Storage,238,276,18.43,98.24,1.21,0
29-02-2024,India South,Storage,330,406,28.02,98.05,0.83,0
06-02-2024,Europe West,Storage,414,512,24.79,97.83,0.88,0
22-08-2024,US South,Compute,197,224,27.74,99.71,1.14,1
12-04-2024,US West,Storage,322,341,17.93,99.43,1.07,0
21-06-2024,India South,Storage,481,514,36.38,97.73,1.02,0
28-05-2024,US North,Storage,241,268,23.92,99.14,0.87,1
10-08-2024,US North,Storage,327,374,32.59,99.27,1.16,0
09-05-2025,US East,Compute,360,447,63.96,98.89,0.88,0
19-12-2024,US North,Storage,498,548,41.65,97.42,1.4,0
03-07-2024,US North,Storage,85,102,5.67,98.06,1.22,0
17-03-2025,India South,Compute,521,567,62.75,99.02,1.12,0
22-02-2024,US West,Compute,248,260,38.64,97.71,0.91,0
27-06-2024,US West,Storage,84,101,5.75,99.76,0.92,1
28-02-2024,US West,Storage,510,627,27.87,98.16,1.38,0
01-06-2025,US West,Storage,127,135,9.99,97.88,0.82,0
25-02-2025,US East,Storage,548,598,35.2,99.47,1.3,0
27-05-2025,India South,Compute,409,496,65.26,97.72,1.33,0
30-04-2024,US South,Compute,228,268,33.21,99.26,1.29,0
24-09-2024,Asia East,Compute,144,177,18,97.06,1.08,0
27-03-2025,India South,Compute,92,113,16.74,97.85,1.23,0
25-08-2024,India South,Compute,184,218,33.3,99.19,1.06,1
04-02-2024,US East,Compute,423,477,52.79,99.85,1.43,0
07-04-2025,US West,Compute,67,77,9.99,99.02,1.01,0
26-01-2025,US East,Storage,151,174,12.22,97.8,1.15,0
18-06-2025,Europe West,Compute,261,311,42.24,98.83,1.35,0
26-09-2024,US North,Storage,301,373,23.75,99.52,0.9,0
28-06-2025,Asia East,Compute,465,488,69.94,99.39,1.28,1
02-12-2024,India South,Compute,189,216,36.3,98.47,1.08,0
09-03-2025,US West,Compute,358,426,55.62,98.3,1.01,0
01-03-2024,India South,Storage,268,286,15.92,97.67,0.95,0
05-03-2024,US North,Compute,384,424,70.71,97.92,1.19,1
15-09-2024,India South,Storage,254,301,17.99,99.07,0.94,0
19-03-2024,US West,Storage,374,411,27.59,99.98,1.09,0
06-03-2024,Asia East,Storage,260,286,24.99,98.53,1.01,1
01-11-2024,Asia East,Storage,151,184,10.57,97.3,1.34,1
20-01-2024,Europe West,Compute,85,92,12.22,99.39,1.46,1
26-07-2024,US South,Compute,155,162,28.16,97.85,1.32,0
09-06-2024,India South,Storage,532,662,27.37,97.89,1.37,0
01-10-2024,US West,Storage,416,455,32.31,99.66,1.14,0
11-04-2025,US East,Storage,54,57,4.01,97.92,0.95,0
23-05-2024,Asia East,Compute,427,514,65.72,99.29,1.06,0
14-11-2024,Asia East,Storage,241,290,17.2,97.83,1.27,0
10-06-2025,Europe West,Compute,153,160,25.97,99.24,1.19,0
14-05-2024,US North,Compute,498,560,86.3,99.28,1.17,0
24-08-2024,US South,Compute,442,539,73.49,98.77,0.99,0
16-01-2025,US East,Compute,330,355,55.54,98.58,0.97,0
24-03-2024,US West,Compute,234,258,32.68,99.72,0.8,0
16-05-2024,US East,Compute,452,510,75.79,97.51,1.2,0
08-11-2024,US South,Compute,531,558,78.97,99.25,1.2,0
03-11-2024,US East,Storage,80,93,6.4,98.72,1.05,0
30-01-2024,US West,Compute,72,87,9.13,99.82,1,0
20-05-2024,US East,Storage,182,204,9.87,97.53,0.81,0
01-05-2024,US North,Storage,360,378,28.69,99.62,0.96,0
14-05-2024,US West,Compute,404,427,80.53,97.17,1.16,0
22-10-2024,India South,Compute,131,140,15.86,98.67,0.84,0
22-04-2024,US West,Storage,399,458,25.34,98.31,1.35,0
24-06-2025,US East,Compute,292,357,40.4,97.18,1.46,0
15-12-2024,India South,Storage,108,114,7.98,98.8,1.26,0
04-01-2025,Asia East,Storage,99,105,7.89,99.76,0.84,0
06-01-2024,US West,Storage,440,480,41.46,98.87,1.14,0
15-04-2024,Europe West,Compute,247,295,37.95,98.78,1.11,0
28-04-2025,US East,Storage,197,211,11.07,97.9,0.87,0
01-12-2024,US East,Storage,464,509,45.65,97.59,1.02,0
02-05-2025,India South,Storage,347,430,34.53,99.54,1.27,0
16-05-2025,US East,Storage,108,123,9.69,97.11,1.5,0
04-09-2024,Asia East,Compute,166,178,28.02,98.01,1.33,0
17-05-2024,US North,Compute,224,275,31.28,97.68,1.01,0
23-04-2024,US North,Storage,357,416,25.35,98.13,1.05,0
16-01-2024,Europe West,Storage,487,547,29.46,97.82,1.43,0
27-12-2024,India South,Storage,512,562,33.29,98.9,1.11,0
28-02-2024,India South,Compute,85,104,13.97,97.39,0.85,1
26-09-2024,Asia East,Compute,573,603,108.87,99.93,1.18,0
18-04-2024,US East,Storage,545,612,32.13,99.23,1.25,0
13-07-2024,Europe West,Compute,532,632,74.18,97.69,1.27,0
16-10-2024,Europe West,Compute,256,279,30.84,97.42,1.14,0
26-03-2025,Europe West,Compute,569,645,109.71,98.98,1.49,0
25-10-2024,US North,Compute,363,453,56.15,97.03,0.83,0
19-08-2024,Europe West,Compute,402,472,72.38,97.27,1.29,1
07-06-2025,US East,Storage,160,182,11.1,99.01,0.9,0
25-04-2025,India South,Storage,489,525,32.02,98.01,1.48,0
14-04-2024,US East,Compute,114,121,22.44,99.45,0.8,0
10-07-2024,US East,Compute,283,353,38.48,97.97,1.3,0
02-09-2024,US South,Storage,153,180,11.32,98.01,1.24,1
02-05-2024,Europe West,Storage,309,338,20.39,97.58,1.46,0
29-03-2025,Europe West,Compute,414,469,62.49,99.63,0.91,0
15-05-2025,US West,Storage,159,167,9.71,99.58,1.4,0
25-05-2025,US South,Compute,445,469,76.38,98.08,1.28,0
05-11-2024,US North,Compute,662,758,98.67,99.67,1.45,0
07-05-2025,Europe West,Storage,270,289,24.87,97.86,0.97,0
16-04-2024,India South,Compute,451,481,88.22,99.01,1.03,0
12-04-2025,US South,Storage,478,539,36.61,99.05,1.28,0
15-09-2024,US East,Compute,283,334,35.08,97.08,1.3,1
04-05-2025,US West,Storage,178,196,14.73,98.17,1.13,0
20-02-2024,US East,Storage,484,537,34.8,98.32,1.07,0
28-06-2025,Asia East,Storage,380,446,31.41,97.65,1.41,0
25-01-2024,US West,Storage,107,120,9.15,99.69,1.46,1
22-05-2024,US West,Storage,87,106,5.22,99.95,1.02,0
15-08-2024,India South,Compute,351,382,65.58,97.12,1.32,1
13-04-2025,Europe West,Compute,185,218,32.55,97.92,1.06,0
31-03-2024,Europe West,Storage,235,270,14.49,99.8,1.37,0
11-06-2024,US South,Storage,197,213,11.96,97.86,1.3,0
03-04-2024,Asia East,Storage,392,456,29.6,98.91,1.12,0
09-06-2025,US North,Compute,562,609,85.15,98.65,1.19,0
21-03-2025,US North,Storage,224,253,21,99.23,1.37,0
24-06-2025,US West,Compute,656,771,129.09,98.99,1.42,0
03-11-2024,US West,Storage,111,127,8.59,98.42,1.2,0
11-07-2024,India South,Storage,191,209,13.21,97.52,0.81,0
07-12-2024,US South,Storage,351,412,31.46,98.91,1.44,0
16-03-2024,Asia East,Compute,346,425,64.66,98,1.1,0
20-12-2024,US North,Storage,260,323,20.02,98.21,0.8,0
16-06-2025,US East,Storage,174,215,15.68,97.58,1.43,0
02-02-2025,US North,Compute,403,435,71.43,97.16,0.94,0
04-02-2024,US North,Storage,561,635,28.86,97.54,1.3,0
13-11-2024,Asia East,Compute,212,243,33.55,98.89,0.83,0
24-06-2024,US East,Compute,300,338,47.21,99.44,0.91,0
13-05-2024,US East,Storage,62,77,5.97,97.46,0.96,0
11-04-2024,US South,Compute,144,166,17.93,97.37,0.81,0
25-01-2025,US East,Compute,357,392,67.86,98.38,1.33,0
03-04-2025,Asia East,Compute,294,349,55.98,99.2,0.86,0
04-05-2024,US North,Compute,579,608,114.07,97.2,1.2,0
23-12-2024,Europe West,Storage,226,243,18.91,97.76,1.34,0
09-10-2024,Asia East,Compute,572,635,107.15,97.52,1.22,0
25-10-2024,US North,Storage,344,393,17.21,99.73,1.49,1
13-03-2025,Europe West,Compute,164,185,20.39,99.56,0.96,0
18-08-2024,US West,Compute,59,68,10.28,98.9,1.19,0
04-07-2024,Europe West,Compute,309,384,55.98,97.71,1.07,0
18-01-2025,US South,Storage,98,114,9.7,98.47,1.22,0
27-06-2025,Asia East,Storage,234,272,21.27,98.71,0.87,1
20-06-2025,US North,Storage,268,316,20.6,99.35,1.43,0
24-01-2025,US West,Storage,196,223,16.31,97.78,0.8,0
09-07-2024,US West,Compute,140,163,27.26,97.65,0.98,0
04-10-2024,US West,Storage,173,199,9.13,97.61,1.26,0
15-04-2024,US North,Compute,92,99,14.67,97.16,1.25,1
26-10-2024,US East,Storage,300,341,22.48,98.19,1.11,1
18-03-2024,India South,Storage,257,310,14.2,97.48,0.84,0
01-07-2024,US West,Storage,233,290,19.56,99.62,0.82,0
24-04-2024,Asia East,Storage,598,732,37.18,99.14,1.24,0
13-03-2024,US South,Compute,263,309,41,98.76,0.99,0
01-02-2025,India South,Compute,571,619,113.21,98.51,1.31,0
12-01-2025,US South,Storage,107,132,10.17,98.2,0.83,0
08-05-2024,Asia East,Compute,618,690,123.1,99.3,1.41,0
27-06-2025,India South,Storage,264,298,16.65,98.24,0.96,0
29-08-2024,US East,Storage,458,492,27.28,97.52,1.49,1
04-12-2024,US West,Storage,487,539,29.88,99.06,1.02,0
13-03-2024,Asia East,Storage,244,276,14.49,98.84,1.23,0
09-07-2024,India South,Storage,613,708,35.81,99.24,1.24,0
07-06-2024,Asia East,Storage,250,278,19.07,97.01,1.07,0
03-02-2024,US East,Storage,299,372,21.35,97.5,0.89,0
05-12-2024,US North,Storage,474,523,36.23,99.86,1.12,0
22-09-2024,US North,Compute,231,255,43.95,98.13,1.33,1
03-07-2024,Europe West,Storage,289,332,21.03,97.71,1.18,0
29-05-2024,US North,Compute,217,240,37.06,99.29,0.89,1
08-04-2025,US East,Storage,627,777,40.69,98.25,1.26,0
01-03-2024,US South,Storage,382,415,24.72,98.87,0.82,0
04-07-2024,US West,Compute,73,82,13.66,99.68,1.25,0
21-04-2025,India South,Compute,619,658,111.63,99.43,1.43,0
22-02-2024,Asia East,Compute,427,511,66.28,99.6,1.36,0
17-03-2024,US East,Storage,370,445,28.69,99.37,1.16,0
30-01-2025,Europe West,Compute,549,592,86.93,98.58,1.43,1
07-03-2024,US South,Storage,264,323,21.62,98.71,0.92,0
07-09-2024,US North,Compute,261,278,42.99,98.87,1.42,0
04-06-2025,US South,Storage,613,719,58.04,97.79,1.43,0
22-01-2024,US East,Storage,267,313,15.77,97.55,1.48,0
30-12-2024,Europe West,Storage,361,392,23.8,98.23,1.11,0
11-02-2024,US West,Storage,228,272,13.05,97.25,1.06,0
10-11-2024,US West,Storage,543,592,39.32,97.52,1.48,0
07-03-2024,Europe West,Storage,415,494,34.17,97.21,0.91,0
04-12-2024,India South,Compute,197,212,34.54,99.22,1.46,0
23-11-2024,US East,Compute,231,270,36.08,98.66,1.08,1
25-12-2024,India South,Storage,391,485,31.85,98.07,0.82,0
11-04-2025,India South,Compute,249,277,31.86,99.27,0.97,0
16-11-2024,Europe West,Storage,141,169,13.45,97.98,0.99,0
30-01-2025,US South,Compute,532,586,89.46,97.06,1.23,0
13-05-2025,US East,Compute,325,351,51.3,98.8,1.44,0
24-11-2024,US South,Compute,247,265,30.11,98.13,1.02,0
19-07-2024,US North,Compute,421,509,81.4,99.53,1.09,0
06-08-2024,Europe West,Compute,443,511,81.44,97.34,1.16,0
07-03-2024,Asia East,Compute,374,406,54.25,97.77,0.82,0
04-12-2024,Europe West,Storage,363,406,23.33,97.69,0.89,0
01-01-2024,US West,Compute,256,318,38.82,99.21,0.83,1
16-01-2025,Europe West,Storage,78,89,7.56,97.33,1.11,1
07-04-2025,India South,Compute,283,316,55.53,99.57,1.26,0
14-10-2024,Europe West,Compute,115,133,14.91,97.68,1.24,0
24-04-2024,US North,Storage,281,297,15.93,99.53,1.07,0
28-12-2024,Europe West,Compute,530,655,93.57,98.37,1.41,0
14-08-2024,US South,Storage,322,343,28.38,97.86,1,0
01-02-2025,US East,Compute,311,329,40.96,99.34,1.07,1
15-03-2025,US South,Compute,282,347,40.1,98.43,1.05,0
31-01-2025,US East,Storage,582,671,54.71,99.41,1.27,0
12-06-2024,US East,Storage,254,299,15.51,98.14,1.01,0
14-11-2024,US East,Compute,448,544,56.55,98.04,0.92,0
25-09-2024,US East,Storage,365,437,28.73,97.36,1.26,0
20-01-2025,US East,Compute,552,638,100.83,98.4,1.48,0
11-04-2025,Europe West,Compute,290,331,50.33,98.22,1.01,0
16-03-2024,US East,Compute,116,144,21.09,97.92,1.26,1
16-06-2025,US North,Storage,350,381,31.94,97.83,1.08,1
13-03-2025,US West,Storage,174,200,13.49,99.66,0.81,0
04-03-2024,US West,Compute,271,295,51.67,98.53,1.02,0
01-07-2024,US East,Storage,141,164,11.39,98.98,1.17,0
19-02-2025,US East,Storage,546,633,35.56,98.86,1.17,0
14-07-2024,US North,Compute,382,421,51.85,99.69,0.99,0
24-08-2024,Europe West,Compute,352,373,46.38,98.07,1.09,0
29-01-2025,Europe West,Storage,70,75,5.03,98.93,1.01,1
24-01-2025,Europe West,Storage,83,93,5.36,98.58,0.93,0
18-04-2024,India South,Storage,262,307,14.4,97.73,0.94,0
03-10-2024,US West,Compute,509,605,71.04,97.53,1.24,0
23-11-2024,Asia East,Compute,356,426,43.39,99.64,1.49,0
17-06-2024,US South,Storage,118,136,6.91,98.85,1.44,0
21-03-2024,US West,Compute,498,619,65.97,97.25,1.26,0
19-04-2024,US North,Compute,598,630,77.13,98.42,1.31,0
15-09-2024,US South,Storage,506,573,35.59,98.04,1.14,0
06-05-2025,US North,Compute,89,104,11.13,99.77,0.95,0
21-03-2025,US North,Compute,589,730,86.09,99.48,1.38,0
30-11-2024,Europe West,Compute,271,305,44.98,98.16,1.49,0
25-01-2025,India South,Compute,646,800,94.03,98.94,1.3,0
04-07-2024,US North,Compute,187,203,34.76,99.84,1.16,0
30-07-2024,India South,Compute,375,458,49.53,98.13,0.95,0
01-02-2024,India South,Storage,144,176,7.32,99.49,1.06,0
04-11-2024,US North,Compute,244,287,41.49,97.84,0.82,0
23-03-2025,US North,Storage,405,454,36.81,97.7,0.88,0
02-03-2025,US West,Compute,503,588,94.97,97.45,1.18,0
19-02-2024,Europe West,Storage,394,466,30.02,98.76,1.35,0
12-07-2024,US South,Storage,315,387,26.9,99.88,1.06,0
25-10-2024,US South,Compute,441,473,85.47,99.72,1.27,0
05-09-2024,Europe West,Storage,374,404,22.33,97.85,0.87,0
23-05-2024,US South,Storage,183,216,12.02,99.14,0.89,0
29-06-2025,US South,Storage,343,414,20.16,99.34,1.4,0
26-12-2024,US West,Compute,446,473,70.03,98.48,1.21,0
22-10-2024,Asia East,Storage,448,516,32.36,98.54,1.01,0
16-03-2025,Asia East,Storage,287,324,21.73,99.65,1.06,0
17-05-2025,US North,Storage,104,126,7.45,99.27,1.2,1
24-02-2024,US North,Compute,234,288,37.92,99.41,0.93,0
01-05-2025,Asia East,Compute,252,270,38.86,97.12,0.85,0
04-01-2024,US North,Compute,576,717,95.97,98.98,1.23,0
26-02-2024,US East,Compute,577,626,111.91,97.13,1.29,0
20-03-2024,US West,Compute,131,153,20.41,98.15,1.28,1
04-01-2025,US South,Compute,427,471,59.74,99.94,1.27,1
06-06-2025,US South,Storage,89,100,7.88,97.33,1.44,0
24-04-2025,US West,Compute,560,690,108.15,98.59,1.13,0
29-10-2024,Europe West,Compute,205,225,37.5,99.45,1.05,0
25-12-2024,Asia East,Storage,195,242,18.67,98.53,1.2,0
02-04-2024,Asia East,Storage,189,215,11.78,97.64,1.13,0
29-09-2024,Europe West,Compute,270,296,40.09,97.33,0.82,0
26-01-2024,US North,Compute,314,342,38.1,98.89,0.99,0
22-04-2024,Asia East,Storage,242,291,20.97,98.97,1.22,0
16-02-2024,US West,Compute,388,456,62.84,97.1,1.02,0
05-02-2024,India South,Compute,122,150,20.45,99.23,1.07,1
30-01-2025,India South,Compute,355,376,46.13,99.63,1.23,0
24-12-2024,India South,Compute,169,179,33.15,99.49,1.44,0
02-10-2024,US East,Compute,144,162,28.49,97.38,1.02,0
25-10-2024,Asia East,Compute,615,747,113.32,98.66,1.38,0
29-05-2024,US West,Compute,427,503,60.1,99.34,1.25,0
05-11-2024,US East,Compute,650,784,98.4,99.61,1.43,0
25-03-2024,US West,Storage,545,617,40.64,98.44,1.15,0
04-08-2024,US East,Compute,239,266,30.97,98.26,1.26,0
10-01-2025,US North,Storage,154,191,11.41,97.77,1.18,0
26-06-2025,India South,Compute,279,324,37.38,98.17,1.03,0
06-08-2024,US West,Compute,715,826,93.14,99.07,1.49,0
08-02-2024,US South,Storage,278,318,22.72,97.83,1.21,0
18-03-2025,US South,Storage,128,143,9.68,99.11,0.97,0
19-05-2024,US South,Storage,619,738,36.09,98.92,1.32,0
10-06-2024,India South,Storage,389,412,34.37,97.56,1.38,0
02-06-2025,US South,Storage,163,196,16.17,99.23,0.96,0
23-05-2024,US West,Compute,423,459,74.99,98.18,1.18,0
19-01-2024,Europe West,Storage,185,220,11.38,97.06,0.84,0
02-11-2024,India South,Compute,243,271,44.03,99.37,0.9,0
21-01-2024,Asia East,Storage,143,161,8.75,97.59,0.81,0
09-03-2025,India South,Storage,261,293,15.83,98.12,0.81,0
29-05-2024,Asia East,Storage,190,209,10.25,98.31,1.37,0
12-02-2025,US East,Compute,155,177,23.49,99,1.08,0
11-05-2025,US North,Compute,355,408,62.81,97.19,0.97,0
17-07-2024,US East,Compute,478,557,73.17,97.48,0.99,0
18-01-2025,Europe West,Compute,424,456,84.38,99.55,1.01,0
16-01-2025,US East,Storage,408,478,30.38,99.18,1.5,0
06-05-2024,Europe West,Compute,163,195,23.15,98.04,1.27,1
05-06-2024,India South,Compute,126,144,21.04,98.71,0.93,0
04-08-2024,India South,Compute,102,116,14.65,99.44,1.06,0
06-03-2025,US East,Storage,124,143,10.67,98.1,1.2,0
17-03-2025,US South,Storage,69,76,4.47,98.16,0.89,0
09-12-2024,US South,Storage,166,193,9.38,97.66,1.49,0
